name,number,description,category
Corazon Collection,8355,"Contemporary styling blends with supreme comfort in the Corazon Collection. Complementing gray fabric lends contrast to the supple gray top grain leather cover. Power reclining mechanisms bring you to a prone position with the touch of a button on the sofa, love seat and accompanying chair.",seating
Emilio Collection,8367CH,"Subtle texture lends visual and tactile interest in the Emilio Collection. The set-up process allows you to configure the 3-seat unit to accommodate the chaise on either the left or right side, providing for perfect placement within your living space. The collection is offered in either taupe or chocolate, furthering the versatility of the sectional seating group.",seating
Emilio Collection,8367TP,"Subtle texture lends visual and tactile interest in the Emilio Collection. The set-up process allows you to configure the 3-seat unit to accommodate the chaise on either the left or right side, providing for perfect placement within your living space. The collection is offered in either taupe or chocolate, furthering the versatility of the sectional seating group.",seating
Kismet Collection,8369GY Sectional,"Soft modern styling paired with the ample size of the Kismet Collection creates a dramatic look for your casual living room. Power reclining mechanisms extend the end recliners of the two one-arm-love-seats while power armless reclining chair and center corner provide additional seating within the defined space of the sectional. For additional styling complement, the seating group is covered in gray AireHyde match.",seating
Okello Collection,8370BRW,"Designed for your transitionally decorated living space, the Okello Collection provides a plush platform for your relaxing enjoyment. Strategically placed stitching provides contouring that enhances your comfort and lends visual interest. This seating group is covered in brown AireHyde match furthering the transitional look. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion.",seating
Barrington Collection,8378BLK,"Soft Contemporary styling lends a cool, classic look to your modern living space in the Barrington Collection. Stitch tufting provides soft contrast to the cleanly designed lines of this seating arrangement. The attached chaise lounge and accompanying ottoman provide the opportunity for putting your feet up while you enjoy your downtime. The seating group is offered in Gray, black and brown bi-cast vinyl.",seating
Barrington Collection,8378BRW,"Soft Contemporary styling lends a cool, classic look to your modern living space in the Barrington Collection. Stitch tufting provides soft contrast to the cleanly designed lines of this seating arrangement. The attached chaise lounge and accompanying ottoman provide the opportunity for putting your feet up while you enjoy your downtime. The seating group is offered in Gray, black and brown bi-cast vinyl.",seating
Barrington Collection,8378GRY,"Soft Contemporary styling lends a cool, classic look to your modern living space in the Barrington Collection. Stitch tufting provides soft contrast to the cleanly designed lines of this seating arrangement. The attached chaise lounge and accompanying ottoman provide the opportunity for putting your feet up while you enjoy your downtime. The seating group is offered in Gray, black and brown bi-cast vinyl.",seating
Ajani Collection,8379BE,"Mid-Century modern design is updated in the uniquely styled Ajani Collection. Delicately flared track arms along with the raised seat back create a wide profile that creates an inviting platform for your living space. The seating group is offered in three fabric options – teal, beige and gray - for perfect placement that coordinates with your decorative touch.",seating
Ajani Collection,8379GY,"Mid-Century modern design is updated in the uniquely styled Ajani Collection. Delicately flared track arms along with the raised seat back create a wide profile that creates an inviting platform for your living space. The seating group is offered in three fabric options – teal, beige and gray - for perfect placement that coordinates with your decorative touch.",seating
Ajani Collection,8379TL,"Mid-Century modern design is updated in the uniquely styled Ajani Collection. Delicately flared track arms along with the raised seat back create a wide profile that creates an inviting platform for your living space. The seating group is offered in three fabric options – teal, beige and gray - for perfect placement that coordinates with your decorative touch.",seating
Clemencia Collection,8380,"",seating
Spruce Collection,8399,Transitional styling is enhanced by the brown top grain leather with bi-cast vinyl match covering and the ample seating of the Spruce Collection. Offered with two reclining options –manual or power engaged - the motion mechanisms allow for quick transition from seated to prone with either the quick pull of the manual tab or the push of the power button.,seating
Slater Collection,8401-3SC,"Customizable for your modest space, the Slater Collection features an end chaise that allows you to stretch out. Covered with grayish brown fabric seating and dark brown bi-cast vinyl accent, the modern lines of this seating group are further enhanced by track arms. The chaise can be configured as right or left side placement based on the needs of your space.",seating
Slater Collection,8401GY-3SC,"Customizable for your modest space, the Slater Collection features an end chaise that allows you to stretch out. Covered in either gray fabric or grayish-brown fabric seating and dark brown bi-cast vinyl accent, the modern lines of this seating group are further enhanced by track arms. The chaise can be configured as right or left side placement based on the needs of your space.",seating
Cassville Collection,8403,"Uniquely appointed for ultimate relaxation, the Cassville Collection will provide your living room with a comfortable place to spend your downtime. Dark brown bi-cast vinyl covers the plush seating of this motion seating group. The sofa features a unique drop down back center console and dual reclining ends. The accompanying chair completes the arrangement with a reclining mechanism",seating
Mendon Collection,8404DB-1,"Whether utilized as an accent to your existing living roomsuite or as a stand-alone chair in your home, the MendonCollection will add a modern touch to your space. Cleanlines are covered in either dark brown or taupe bi-cast vinylin this contemporary selection. The manual recliningmechanism allows you to reach a relaxed position withjust the pull of a lever.",seating
Mendon Collection,8404TP-1,"Whether utilized as an accent to your existing living roomsuite or as a stand-alone chair in your home, the MendonCollection will add a modern touch to your space. Cleanlines are covered in either dark brown or taupe bi-cast vinylin this contemporary selection. The manual recliningmechanism allows you to reach a relaxed position withjust the pull of a lever.",seating
Corvallis Collection,8405BJ,"Blending elements of traditional and transitional styling creates the look of the Corvallis Collection. Rolled arms feature traditional nail head accent that lend to the classic look. Plush reversible seating combined with the rustic look of bomber jacket microfiber lends a distinctly masculine appeal to the design. Newly offered with a functional pull-out sleeper system, your living room will now allow for the extra sleep space needed when you have the occasional guest in town, or maybe when you want to get extra comfortable as you watch a movie. Timeless in its look, the Corvallis Collection will be a stylish and functional addition to your home.",seating
Palmyra Collection,8411,"Configurable to your space and personal needs, the Palmyra Collection will serve as afunctional, stylish, and comfortable platform for your ultimate downtime. The right andleft love seats are available with or without a functional console – featuring cup holdersand lift-top storage. The Palmyra Collection is offered in dark brown bonded leathermatch. Multiple seating configurations are available to meet the needs of your space",seating
Florentina Collection,8412,"The elaborate designs of Old World Europe are treated with a distinct modern touch in the Florentina Collection. The eye-catching jewel tufting reflects with a brilliance intended to accentuate the dusky taupe coloring of the faux silk and the rich silver, with gold undertone finish of the show wood frame. With details such as shell and acanthus leaf scrolling, routed pilaster and cabriole legs, the traditional look of the collection is solidified. The accenting faux silk toss pillows feature traditional fringe detailing and a complementing detail pattern. The series 8412 Florentina Seating and Occasional Collections complement the Homelegance series 1867 Florentina Bedroom and Dining Collections.",seating
Adair Collection,8413BE,"The Adair Collection offers a classic look to your stylish home. Classic lines form the profile of this versatile look. Offered in four trend-driven colors – teal, gray, yellow and beige – your choice of fabric will allow for your decorative personality to shine.",seating
Adair Collection,8413GY,"The Adair Collection offers a classic look to your stylish home. Classic lines form the profile of this versatile look. Offered in four trend-driven colors – teal, gray, yellow and beige – your choice of fabric will allow for your decorative personality to shine.",seating
Adair Collection,8413TL,"The Adair Collection offers a classic look to your stylish home. Classic lines form the profile of this versatile look. Offered in four trend-driven colors – teal, gray, yellow and beige – your choice of fabric will allow for your decorative personality to shine.",seating
Adair Collection,8413YW,"The Adair Collection offers a classic look to your stylish home. Classic lines form the profile of this versatile look. Offered in four trend-driven colors – teal, gray, yellow and beige – your choice of fabric will allow for your decorative personality to shine.",seating
Wasola Collection,8414DBR,"Designed for the ultimate relaxation, the Wasola Collection provides plushseating and unique features to satisfy your comfort needs. The center seatof the sofa reclines along with the two end seats, a function that equalizesthe race for a relaxed position. Dual reclining seats of the love seat flankthe functional center console’s lift top storage and cup holders. A gliderreclining chair completes the seating offering. The Wasola Collection isoffered in dark brown leather gel match.",seating
Savonburg Collection,8427,"With a design that is driven by trend and style, the classic look of the Savonburg Collection blends with a number of modern and traditional settings. This Chesterfield style seating group is offered in neutral tone fabric and features button tufting and a heavily rolled arm that transitions to encompass the entire back of each piece in the collection. The substantial size of this offering allows for maximum comfort that is enhanced by the accompanying toss pillows. Offered in both sectional and traditional seating styles.",seating
Savonburg Collection,8427GY,"With a design that is driven by trend and style, the classic look of the Savonburg Collection blends with a number of modern and traditional settings. This Chesterfield style seating group is offered in neutral tone linen colored fabric and features button tufting and a heavily rolled arm that transitions to encompass the entire back of each piece in the collection. The substantial size of this offering allows for maximum comfort that is enhanced by the accompanying toss pillows. The collection is newly available in light gray fabric.",seating
Savonburg Collection,8427 Sectional,"With a design that is driven by trend and style, the classic look of the Savonburg Collection blends with a number of modern and traditional settings. This Chesterfield style seating group is offered in neutral tone fabric and features button tufting and a heavily rolled arm that transitions to encompass the entire back of each piece in the collection. The substantial size of this offering allows for maximum comfort that is enhanced by the accompanying toss pillows. Offered in both sectional and traditional seating styles.",seating
Iola Collection,8437-1LT,"Traditionally styled for your living space, the Iola Collectionwill provide you with a functional chair to fit your personalneeds. Via the attached controller, you are taken from seating toreclining or standing position. The taupe or dark brown 100%polyester cover, rolled arms and nail head accent further lend theclassic look of the collection.",seating
Iola Collection,8437DBR-1LT,"Traditionally styled for your living space, the Iola Collectionwill provide you with a functional chair to fit your personalneeds. Via the attached controller, you are taken from seating toreclining or standing position. The taupe or dark brown 100%polyester cover, rolled arms and nail head accent further lend theclassic look of the collection.",seating
Madoc Collection,8444BLK,"Transforming before your eyes is the Madoc Collection. Starting with plush seating and back for your comfort, armrests open to reveal storage space while the center headrest of the sofa rises to illuminate the drop down back of the center seat, cup holders further the use of this table-like platform. Contoured for your comfort and covered in black leather gel match, the multi-functionalcontemporary design is furthered by touch button reclining and power headrest adjustment",seating
St. Claire Collection,8469,Graceful curves are elegantly appointed in the St. Claire Collection. Delicate herringbone stylefabric presents as the initial look into the traditional style of this seating group with prevalentbutton-tufted accenting that is hard to overlook. The rolled arms and bowed seatbacks presentan air of femininity while lending curvaceous inspiration to the traditional chaise lounge. Cherryfinished turn legs provide support and complement the brown tone of the fabric.,seating
GOWAN Collection,8477,"Wide arm contemporary framing is accented with bold nail heads in the Gowan Collection. Eight-way hand-tied seat construction provides support for the feather and polyester blend seating. Offered in dark brown leather gel match, beige chenille and brown chenille, the neutral tone bodies are complemented by the contrasting geometric pattern toss pillows and nail head accented ottoman.",seating
GOWAN Collection,8477DB,"Wide arm contemporary framing is accented with bold nail heads in the Gowan Collection. Eight-way hand-tied seat construction provides support for the feather and polyester blend seating. Offered in dark brown leather gel match, beige chenille and brown chenille, the neutral tone bodies are complemented by the contrasting geometric pattern toss pillows and nail head accented ottoman.",seating
GOWAN Collection,8477NF,"Wide arm contemporary framing is accented with bold nail heads in the Gowan Collection. Eight-way hand-tied seat construction provides support for the feather and polyester blend seating. Offered in dark brown leather gel match, beige chenille and brown chenille, the neutral tone bodies are complemented by the contrasting geometric pattern toss pillows and nail head accented ottoman.",seating
Azure Collection,8478,"Classic contemporary framing is accented by tufted end panels in the Azure Collection.Featuring no sag seat construction with feather and polyester blend seat, and back cushions. Anoff-white AireHyde – type of breathable faux leather – covering and chocolate pillow backcushions with contrast white edging welt further lend to the contemporary look",seating
Pecos Collection,8480BRW,"The Pecos Collection blends style and function to create a platform for relaxation.Modernizing the look of the ample seating is an inset contrast welt. Chair, loveseat and sofa are available in both manual and power version while the sectionalis available in manual version only. With a pull of the handle, the user is changedfrom a seated position to a reclined position smoothly. The leather gel matchcovered collection is offered in three stylish colors – gray, red and dark brown.",seating
Pecos Collection,8480BRW-PW Sectional,"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa, sectional are available in both manual and power options. The power version of Pecos sectional features left side power reclining love seat with console, right side power reclining love seat, power armless recliner and LED lighting that follows the inner contour of the sectional's base. The leather gel match covered collection is offered in three stylish colors - gray, red and dark brown.",seating
Pecos Collection,8480BRW Sectional,"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly. The leather gel match covered collection is offered in three stylish colors – gray, red and dark brown.",seating
Pecos Collection,8480GRY,"The Pecos Collection blends style and function to create a platform forrelaxation. Modernizing the look of the ample seating is an inset contrast welt.Chair, love seat and sofa are available in both manual and power version whilethe sectional is available in manual version only. With a pull of the handle,the user is changed from a seated position to a reclined position smoothly. Theleather gel match covered collection is offered in three stylish colors – gray, redand dark brown.",seating
Collection,8480GRY-PW Sectional,"",seating
Pecos Collection,8480GRY Sectional,"The Pecos Collection blends style and function to create a platform forrelaxation. Modernizing the look of the ample seating is an inset contrast welt.Chair, love seat and sofa are available in both manual and power version whilethe sectional is available in manual version only. With a pull of the handle,the user is changed from a seated position to a reclined position smoothly. Theleather gel match covered collection is offered in three stylish colors – gray, redand dark brown.",seating
Pecos Collection,8480RED,"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly. The leather gel match covered collection is offered in three stylish colors – gray, red and dark brown.",seating
Pecos Collection,8480RED-PW Sectional,"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa, sectional are available in both manual and power options. The power version of Pecos sectional features left side power reclining love seat with console, right side power reclining love seat , power armless recliner and LED lighting that follows the inner contour of the sectional's base. The leather gel match covered collection is offered in three stylish colors - gray, red and dark brown.",seating
Pecos Collection,8480RED Sectional,"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly. The leather gel match covered collection is offered in three stylish colors – gray, red and dark brown.",seating
Columbus Collection,8490FBR,"With a configuration options that allow for placement that is perfect for your space, the Columbus Collection will be a welcome addition to your living room. Ample seating is covered in either cobblestone fabric or dark brown breathable faux leather resulting in a pleasurable seating experience. Contrast stitching furthers the transitional look. Bookending this substantially sized seating group are the left or right end units that are offered as reclining chair or push back chaise. Armless chair, console unit, corner seat, and armless reclining chair make up the middle part of this sectional offering",seating
Columbus Collection,8490 Sectional,"With a configuration options that allow for placement that is perfect for your space, the Columbus Collection will be a welcome addition to your living room. Ample seating is covered in either cobblestone fabric or dark brown breathable faux leather resulting in a pleasurable seating experience. Contrast stitching furthers the transitional look. Bookending this substantially sized seating group are the left or right end units that are offered as reclining chair or push back chaise. Armless chair, console unit, corner seat, and armless reclining chair make up the middle part of this sectional offering",seating
Ackerman Collection,8500BLK,"With a design style that is flexible for placement in number of living environments, the Ackerman Collection will be a welcome addition to your home. Dual reclining ends are featured on the sofa and love seat for maximum comfort. That comfort extends to the matching reclining chair. Ackerman Collection is offered in black bonded leather match.",seating
Darby Collection,8507BE,"Creating a look that meets your needs for relaxation andentertaining is the Darby Collection. Covered in neutral fabric,this versatile sofa offers a clean contemporary look for your modernhome. Weighted wedge seatbacks, along with coordinatingtoss pillows – featured in a primary color chevron pattern- canbe configured to offer not only support, but provide customizedseating as well. Configurations can include, but are not limited to:sofa, chaise or twin bed. Let your imagination runs wild with theDarby Collection.",seating
Milford Collection,8509-1LT,"When comfort is no longer an option but a necessity, the Milford Collectionwill provide you the multifunctional platform that you need. With a push ofa button to the electric mechanism, taking you from fully reclined to standingposition, this chair aids in your mobility. Covered in a neutral toned chenillefabric and designed with a nod to traditional styling, this chair will be theperfect accent to your home and life.",seating
Talon Collection,8511BK,"Designed with numerous room decors in mind, the transitional Talon Collection will be the perfect option for your living room. This stationary group features amply stuffed seating. Offered in either taupe bonded leather match or black bonded leahter match.",seating
Talon Collection,8511TP,"Designed with numerous room decors in mind, the transitional Talon Collection will be the perfect option for your living room. This stationary group features amply stuffed seating. Offered in either taupe bonded leather match or black bonded leahter match.",seating
Ramsey Collection,8518,"Thoroughly modern, the Ramsey Collection features a hint of retro styling blended with a trendy gray cover that will show off your personal style. Coordinating stitching segments each cushion creating a center focal point that draws your eyes. Track style arms further lend to the classic look of the Ramsey Collection.",seating
Talbot Collection,8524BK,"Designed with your bold design choices in mind, the contemporary Talbot Collection will provide your family and friends with a comfortable place to spend their quality time. Offered in red or black bonded leather match, the race car inspired bucket seat is fine-tuned by contrast double stitching. Adjustable headrests combined with reclining seating completes the experience. Talbot Collection is available as double reclining sofa, double glider reclining love seat with console, and glider reclining chair.",seating
Talbot Collection,8524RD,"Designed with your bold design choices in mind, the contemporary Talbot Collection will provide your family and friends with a comfortable place to spend their quality time. Offered in red or black bonded leather match, the race car inspired bucket seat is fine-tuned by contrast double stitching. Adjustable headrests combined with reclining seating completes the experience. Talbot Collection is available as double reclining sofa, double glider reclining love seat with console, and glider reclining chair.",seating
Kellen Collection,8545-1LT,"Creating a platform for your mobility is the Kellen Collection. The darkbrown bonded leather covering is highlighted by transitional styling,making this not only a functional choice but one that is compatible withnumerous home decors. The power lift mechanism takes you fromfully reclined to a standing position with a push of a button.",seating
Aleron Collection,8548BLK-1,"With a substantial profile that exudes sophistication and power, the Aleron Collection will provide you with the perfect accent seating addition to your living or work space. Button tufting highlights the plush design of the wing-back styled arms and seatback. When the release of the reclining mechanism is combined with separate ottoman, in this swivel base chair, you will find yourself fully reclined and ready to relax. The collection is offered in black or dark brown bonded leather match.",seating
Aleron Collection,8548BRW-1,"With a substantial profile that exudes sophistication and power, the Aleron Collection will provide you with the perfect accent seating addition to your living or work space. Button tufting highlights the plush design of the wing-back styled arms and seatback. When the release of the reclining mechanism is combined with separate ottoman, in this swivel base chair, you will find yourself fully reclined and ready to relax. The collection is offered in black or dark brown bonded leather match.",seating
Alida Collection,8555BLK-1,"Serving as a perfect accent in your contemporary home is the Alida Collection. The reclining mechanism of the chair combined with the separate ottoman allows for complete extension into a relaxed position. Fitted with a convenient swivel base, the chair faces the",seating
Alida Collection,8555WHT-1,"Serving as a perfect accent in your contemporary home is the Alida Collection. The reclining mechanism of the chair combined with the separate ottoman allows for complete extension into a relaxed position. Fitted with a convenient swivel base, the chair faces the",seating
Hume Collection,8579DB,"Adaptable to be at home in a number of traditional or transitional settings, the Hume Collection provides a stylish look to your living room. Featuring the classic styles of an elevated foot and rolled arms, the Hume Collection will provide you with a comfortable and versatile platform to showcase your decorative taste. The collection is offered in dark brown bonded leather match.",seating
Gerald Collection,9600 Sectional,"Infinitely comfortable, the Gerald Collection offers the substantialseating space that you need in your home. With a rich brownbonded leather match cover, three reclining seats, cup holders,and hidden storage. This seating group will compliment yourhome not only with its style but function as well.",seating
Vernon Collection,9603BLK,"With defined angles that exemplify contemporary design, the Vernon Collection will blend effortlessly into your modern home. Metal legs support the bonded leather seating group, while also enhancing the look of the collection. The headrests atop each piece add function to this already unique group. The collection is offered in black or white all bonded leather.",seating
Vernon Collection,9603WHT,"With defined angles that exemplify contemporary design, the Vernon Collection will blend effortlessly into your modern home. Metal legs support the bonded leather seating group, while also enhancing the look of the collection. The headrests atop each piece add function to this already unique group. The collection is offered in black or white all bonded leather.",seating
MIDWOOD COLLECTION Collection,9616BRW,Traditional design elements lend and air of refined relaxation to the Midwood Collection. The rolled arms and camelback design feature nail head accent while the contrasting show wood routed frame accentuates the brown bonded leather match or the chocolate chenille covering in this traditional seating group.,seating
MIDWOOD COLLECTION Collection,9616CN,Traditional design elements lend and air of refined relaxation to the Midwood Collection. The rolled arms and camelback design feature nail head accent while the contrasting show wood routed frame accentuates the brown bonded leather match or the chocolate chenille covering in this traditional seating group.,seating
Valentina Collection,9619DB,"Traditional design accents combined with plush seating and moderate scale, make the Valentina Collection a welcome addition to your traditional or transitional home. Nail-head accents lend to the traditional feel, yet their over-sized design add a unique twist to the expected look. Overstuffed seating and backs allow for your comfort when entertaining or relaxing with family. ?",seating
Laurelton Collection,9636,Generous seating combined with functional touches makes the Laurelton Collection the perfect addition to your living room. The double glider reclining love seat’s center console features dual cup holders and hidden storage. Charcoal and chocolate textured plush microfiber fabric are available as cover options for this amply appointed seating group.,seating
Laurelton Collection,9636CC,Generous seating combined with functional touches makes the Laurelton Collection the perfect addition to your living room. The double glider reclining love seat’s center console features dual cup holders and hidden storage. Charcoal and chocolate textured plush microfiber fabric are available as cover options for this amply appointed seating group.,seating
Ashmont Collection,9639,"Classic framing lends to the timeless look of the Ashmont Collection. Clean lines dominate the design of this seating group from the rectangular track arms to the complimenting stitching that defines the seat, and backs. Covered in a dark gray fabric, this collection will fit perfectly in your classic modern living room.",seating
Center Hill Collection,9668BLK,"With plush seating that is uncommon in most traditional looks, the design of Center Hill Collection will be a welcome addition to your living room. The traditional nail head accent lends an elegant statement to each piece and the easy recline mechanisms adds to the comfort. This lovely seating offering will provide your friends and family a warm environment to spend their quality moment. Center Hill Collection is available in black or dark brown bonded leather match with manual or power reclining mechanism.",seating
Center Hill Collection,9668BRW,"",seating
Center Hill Collection,9668NDB,"With plush seating that is uncommon in most traditional looks, the design of Center Hill Collection will be a welcome addition to your living room. The traditional nailhead accent lends an elegant statement to each piece and the easy recline mechanisms adds to the comfort. This lovely seating offering will provide your friends and family a warm environment to spend their quality moment. Center Hill Collection is available in black or dark brown bonded leather match and dark brown or saddle leather gel match.",seating
Center Hill Collection,9668NSD,"With plush seating that is uncommon in most traditional looks, the design of Center Hill Collection will be a welcome addition to your living room. The traditional nailhead accent lends an elegant statement to each piece and the easy recline mechanisms adds to the comfort. This lovely seating offering will provide your friends and family a warm environment to spend their quality moment. Center Hill Collection is available in black or dark brown bonded leather match and dark brown or saddle leather gel match.",seating
Hankins Collection,9669FCP,"With plenty of room for your family and friends to get comfortable, the multifunctional Hankins Collection will be a welcome addition to your living room. The chocolate textured plush microfiber and dark brown bi-cast vinyl are the perfect complement to your transitional decorative style. Generously stuffed for your comfort and well-appointed for your convenience, this seating collection features an end reclining unit and chaise, as well as a console with cup holders and lift-up storage.",seating
Granley Collection,9700BLK,"The reclining Cranley Collection utilizes a release mechanism that with a gentle pull sends you straight into your ultimate comfort zone. Offered in three coverings – black bonded leather match, brown bonded leather match or chocolate textured plush microfiber with dark brown bi-cast vinyl. The collection is also available in power reclining mechanism.",seating
Granley Collection,9700BRW,"The reclining Cranley Collection utilizes a release mechanism that with a gentle pull sends you straight into your ultimate comfort zone. Offered in three coverings – black bonded leather match, brown bonded leather match or chocolate textured plush microfiber with dark brown bi-cast vinyl. The collection is also available in power reclining mechanism.",seating
Granley Collection,9700FCP,"The reclining Cranley Collection utilizes a release mechanism that with a gentle pull sends you straight into your ultimate comfort zone. Offered in three coverings – black bonded leather match, brown bonded leather match or chocolate textured plush microfiber with dark brown bi-cast vinyl. The collection is also available in power reclining mechanism.",seating
Dwyer Collection,9701BLK,"A thoroughly modern seating option for your contemporary home, the Dwyer Collection provides a comfortable venue for your downtime.Black vinyl features contrast baseball stitching and raised cushions that slightly flare furthering the modern design.",seating
