number,description,dimensions,product_number
5445-60*,"Dining Table, Glass Top",36 x 60 x 29.5H,5445-60*
5445BKS,Side Chair,17.5 x 20.8 x 40H,5445-60*
5447-36*,Counter Height Table,47.5 x 47.5 x 36H,5447-36*
5447-24S,Swivel Counter Height Chair,20.5 x 23 x 41.25H,5447-36*
5447-24FAS,Swivel Counter Height Chair,20.5 x 23 x 41.25H,5447-36*
5447-40,Server,53 x 17.75 x 36H,5447-36*
5447-29S,Swivel Pub Height Chair,20.5 x 23 x 44.5H,5447-36*
5447-29FAS,Swivel Pub Height Chair,20.5 x 23 x 44.5H,5447-36*
5447-36XL*,Counter Height Table with Storage Base,47.5 x 53.5 - 71.25 x 36H,5447-36XL*
5447-24S,Swivel Counter Height Chair,20.5 x 23 x 41.25H,5447-36XL*
5447-24FAS,Swivel Counter Height Chair,20.5 x 23 x 41.25H,5447-36XL*
5447-40,Server,53 x 17.75 x 36H,5447-36XL*
5447-29S,Swivel Pub Height Chair,20.5 x 23 x 44.5H,5447-36XL*
5447-29FAS,Swivel Pub Height Chair,20.5 x 23 x 44.5H,5447-36XL*
5448-78*,Dining Table,46 x 60 - 78 x 30H,5448-78*
5448S,Side Chair,20.5 x 27.25 x 38.25H,5448-78*
5456,Dining Table,47.25 Dia x 30H,5456
5456S,Side Chair,21 x 19 x 39H,5456
5460-36,Counter Height Table,39.5 x 39.5 x 36H,5460-36
5460-24,Counter Height Chair,17.5 x 19 x 38.75H,5460-36
5466-62,"Dining Table, Marble Top",36 x 62 x 30H,5466-62
5466S,Side Chair,19 x 25 x 39H,5466-62
5466-13,49,49 x 18 x 20H,5466-62
5469-60,Dining Table,36 x 60 x 30H,5469-60
5469S,Side Chair,17.25 x 22.75 x 37.75H,5469-60
5470-72,"Dining Table, Faux Marble Top",42 x 72 x 30H,5470-72
5470S,Side Chair,20 x 25 x 40H,5470-72
5470-13,49” Bench,49 x 18 x 20H,5470-72
5473-103*,Double Pedestal Dining Table,48 x 79 - 103 x 30H,5473-103*
5473A,Arm Chair,25 x 25 x 40H,5473-103*
5473S,Side Chair,21 x 25 x 40H,5473-103*
5473-50*,Buffet &amp; Hutch,60.25 x 19.5 x 83.75H,5473-103*
5473-54,Round Dining Table,54 Dia x 30H,5473-54*
5473S,Side Chair,21 x 25 x 40H,5473-54*
5473-40,Server,54 x 18 x 35.5H,5473-54*
5477N-96,Dining Table,42 x 78 - 96 x 30H,5477N-96
5477NA,Arm Chair,25 x 26 x 41.5H,5477N-96
5477NS,Side Chair,20.5 x 26 x 41.5H,5477N-96
5477N-40,Server,57 x 18 x 35.5H,5477N-96
5478-72*,Dining Table,39 x 72 x 30H,5478-72*
5478S,Side Chair,20.5 x 23.75 x 34.5H,5478-72*
5478-13*,47.5” Bench,47.5 x 15.5 x 17.75H,5478-72*
5479-72*,Dining Table,39 x 72 x 30H,5479-72*
5479S,Side Chair,19 x 23 x 38H,5479-72*
5479-14*,60” Bench,60 x 15.5 x 17.75H,5479-72*
5480-36,Counter Height Table,36 x 76 x 35.5H,5480-36
5480-24,Counter Height Chair,19.5 x 23 x 42H,5480-36
5480-24BH,60” Counter Height Bench,60 x 16 x 24H,5480-36
5480-40,Server,54 x 18 x 36H,5480-36
5480-76,Dining Table,41.75 x 76 x 30H,5480-76
5480S,Side Chair,20 x 24 x 38H,5480-76
5480-14,60” Bench,60 x 16 x 18H,5480-76
5480-40,Server,54 x 18 x 36H,5480-76
5488-36RD*,"Round Dining Table, Adjustable Height",45 Dia x 30.25 - 36H,5488-36RD*
5488-24,"Round Stool, Adjustable Height",14.25 Dia x 19.75 - 25.25H,5488-36RD*
5489-36*,"Counter Height Table, Glass Insert",36 x 69 x 36H,5489-36*
5489-24,Swivel Counter Height Chair,16.5 Dia x 35.5H,5489-36*
5491-48*,"Round Dining Table, Glass Top",48 Dia x 30H,5491-48*
5491A,"Arm Chair, Beige Fabric",25 x 24 x 32.5H,5491-48*
5492-52,Round Dining Table,52 Dia x 30.25H,5492-52*
5492S,Side Chair,20 x 24.5 x 37.5H,5492-52*
5492-40,Server,54 x 18 x 38.25H,5492-52*
5494-106*,Double Pedestal Dining Table,45.5 x 84 - 106 x 30H,5494-106*
5494A,Arm Chair,23.5 x 31.25 x 42H,5494-106*
5494S,Side Chair,23.5 x 31.25 x 42H,5494-106*
5494-40,Server,71 x 21.25 x 35.5H,5494-106*
5494-76*,Round / Oval Pedestal Dining Table,60 x 60 - 76 x 30H,5494-76*
5494A,Arm Chair,23.5 x 31.25 x 42H,5494-76*
5494S,Side Chair,23.5 x 31.25 x 42H,5494-76*
5494-40,Server,71 x 21.25 x 35.5H,5494-76*
5496-78,Dining Table,42 x 60-78 x 30H,5496-78
5496S,Side Chair,19.25 x 22.25 x 40H,5496-78
5496-13,48” Bench,48 x 16.5 x 19.25H,5496-78
5496-40,Server,54 x 18 x 36H,5496-78
5503*,Dining Table,35.5 x 63 - 78.75 x 30H,5503*
5503S,Side Chair,16.5 x 22 x 39.5H,5503*
5504-78,Dining Table,42 x 60 - 78 x 30H,5504-78
5504S,Side Chair,18 x 22 x 40H,5504-78
5504-40,Server,60 x 18 x 42H,5504-78
5509-92*,Double Pedestal Dining Table,42 x 74 - 92 x 30H,5509-92*
5509A,Arm Chair,25 x 24.25 x 41H,5509-92*
5509S,Side Chair,21 x 24.25 x 41H,5509-92*
5509-50*,Buffet &amp; Hutch,51 x 17 x 80H,5509-92*
5510-36,Counter Height Table,36 x 66 x 36H,5510-36
5510-24,Counter Height Chair,19 x 22 x 40H,5510-36
5510S,Side Chair,19 x 23 x 38H,5510-66
5510-66,Dining Table,35.75 x 65.75 x 30H,5510-66
5511,6-Piece Pack Dinette Set,Table: 35.5 x 60 x 30HChair: 18 x 22 x 38HBench: 46 x 16.5 x 19H,5511
5511-36,5-Piece Pack Counter Height Set,Table: 42 x 42 x 36HChair: 18 x 20 x 40H,5511-36
5512-66,Dining Table,36 x 66 x 30H,5512-66
5512S,Side Chair,18 x 23 x 36H,5512-66
5513-64,Dining Table,38 x 64 x 30H,5513-64
5513S,Side Chair,19 x 24.75 x 39.5H,5513-64
5514-72,"Dining Table, Glass Top",42 x 72 x 30H,5514-72*
5514BUS,"Side Chair, Blue",22 x 25 x 40.5H,5514-72*
5514CHS,"Side Chair, Chocolate",22 x 25 x 40.5H,5514-72*
5514GYS,"Side Chair, Gray",22 x 25 x 40.5H,5514-72*
5514RDS,"Side Chair, Red",22 x 25 x 40.5H,5514-72*
5515GY,Dining Table,31 x 47.25 x 29.5H,5515GY
5515GYS,Side Chair,18.75 x 21.25 x 30.5H,5515GY
5516-66,Dining Table,38 x 66 x 29.75H,5516-66
5516BKS,"Side Chair, Black",17.25 x 23 x39H,5516-66
5516BMS,"Side Chair, Buttermilk",17.25 x 23 x39H,5516-66
5516TLS,"Side Chair, Teal",17.25 x 23 x39H,5516-66
5516WTS,"Side Chair, White",17.25 x 23 x39H,5516-66
5517-78,Dining Table,41.75 x 77 x 30H,5517-78
5517A,Arm Chair,22 x 22.5 x 33.5H,5517-78
5517-40,Server,53 x 17.75 x 36H,5517-78
5518-78*,Dining Table,42 x 60 - 78 x 30H,5518-78*
5518S,Side Chair,18.25 x 22 x 38H,5518-78*
5518-40,Server,52 x 19 x 36H,5518-78*
5520-78,Dining Table,40 x 60 - 78 x 29.5H,5520-78
5520S,Side Chair,20.5 x 22.5 x 40H,5520-78
5520-13,48” Bench,48 x 16 x 18H,5520-78
5520-40,Server,47.75 x 18 x 36H,5520-78
5525-36,"Counter Height Table, Black Glass Insert",54 x 54 x 36H,5525-36
5525DG-24,Counter Height  Chair,18 x 24.5 x 39.5H,5525-36
5525DG-24BH,40” Counter Height Bench,39.75 x 25 x 39.75H,5525-36
5525-40,Server,50 x 18 x 36H,5525-36
5525DGS,Side Chair,18 x 24.5 x 38H,5525-72
5525-40,Server,50 x 18 x 36H,5525-72
5525-72,"Dining Table, Black Glass Insert",40 x 72 x 30H,5525-72
5527-102,Dining Table,41.75 x 78.5 - 90.25 - 102 x 30H,5527-102*
5527S,Side Chair,19.5 x 23.75 x 39.5H,5527-102*
5527-14,Bench,60 x 15 x 19H,5527-102*
5527-40,Server,58 x 19 x 35H,5527-102*
5530-78*,Double Pedestal Dining Table,42 x 60 - 78 x 29.5H,5530-78*
5530A,Windsor Chair with Arms,25 x 24.25 x 41H,5530-78*
5530S,Windsor Chair,21.5 x 22 x 40.5H,5530-78*
5530-50,Curio,54 x 17.75 x 60.5H,5530-78*
5531-112*,Double Pedestal Dining Table,47.75 x 76 - 94 -112 x 30.25H,5531-112*
5531A,Arm Chair,24.5 x 27.25 x 41H,5531-112*
5531S,Side Chair,21 x 27.25 x 41H,5531-112*
5531-50*,Buffet &amp; Hutch,71 x 20 x 88H,5531-112*
5532-36*,"Counter Height Table, Glass Top",42 x 42 x 35.5H,5532-36*
5532-24,Counter Height Chair,17 x 20.25 x 43.25H,5532-36*
5536-102,Dining Table,44 x 72 - 87 - 102 x  30H,5536-102*
5536A,Arm Chair,24 x 22 x 42H,5536-102*
5536S,Side Chair,21 x 22 x 42H,5536-102*
5536-50,Hutch &amp; Buffet,57.75 x 18.25 x 82.5H,5536-102*
5538BK*,"Dining Table, Glass Top",31.5 x 55 x 29.5H,5538BK*
5538BKS,"Side Chair, Black Bi-Cast Vinyl",16.5 x 19.75 x 38.5H,5538BK*
5538W*,"Dining Table, Glass Top",31.5 x 55 x 29.5H,5538W*
5538WS,"Side Chair, White Bi-Cast Vinyl",16.5 x 19.75 x 38.5H,5538W*
5544-72,Dining Table,40 x 72 x 30H,5544-72
5544S,Side Chair,20.5 x 24.5 x 38H,5544-72
5544-13,50” Bench,50 x 16 x 17.75H,5544-72
5544-40,Server,54 x 18 x 36H,5544-72
5545-112,Dining Table,42 x 75.5 - 93.5 - 111.5 x 30H,5545-112*
5545A,Arm Chair,25.75 x 27.5 x 43.25H,5545-112*
5545S,Side Chair,19.25 x 24.25 x 41H,5545-112*
5545-40,Server,64.5 x 18 x 39H,5545-112*
5546-84,Dining Table,42 x 66 - 84 x 30.5H,5546-84
5546S,Side Chair,21.5 x 25.5 x 39.5H,5546-84
5546-50*,Buffet &amp; Hutch,60.25 x 18.5 x 80.5H,5546-84
5546-55,Buffet / Server,60 x 18.5 x 34.75H,5546-84
5547-36,Counter Height Table,54 x 36 - 54 x 36H,5547-36*
5547-24,Counter Height Chair,19 x 21.75 x 42H,5547-36*
5547-24BH,Counter Height Bench with Back,44.5 x 21.75 x 42H,5547-36*
5547-40,Server,52 x 18 x 36H,5547-36*
5547-78,Dining Table,42 x 60 - 78 x 30H,5547-78*
5547S,Side Chair,19.25 x 22.75 x 39.75H,5547-78*
5547-13,Bench,48 x16 x 19H,5547-78*
5547-40,Server,52 x 18 x 36H,5547-78*
5548-72,Dining Table,40 x 56-72 x 30H,5548-72*
5548A,Arm Chair,23 x 25 x 32.5H,5548-72*
5548S,Side Chair,21 x 21 x 34H,5548-72*
5548-13,Bench,48 x 16.5 x 19.5H,5548-72*
5550-32,3-Piece Pack Counter Height Set,Table: 23.75 x 47.25 x 36H Stool: 17.75 x 11.75 x 25H,5550-32
5555-72*,Dining Table,40 x 72 x 30H,5555-72
5555A,Arm Chair,21 x 24.25 x 33H,5555-72
5555-13,Bench,59.25 x 16.25 x 18H,5555-72
5555-40,Server,59.25 x 17.75 x 35.5H,5555-72
5559N-96,Dining Table,42 X 76 - 96 X 30H,5559N-96*
5559NS,Side Chair,19.75 X 23.75 X 39.75H,5559N-96*
5559N-14A,Bench with Curved Arms,62 X 22 X 34H,5559N-96*
5559N-40,Sever,66 X 19 X 38H,5559N-96*
5562-96,Dining Table,42 x 76-96 x 30H,5562-96*
5562S,Side Chair,20.5 x 23.5 x 40.5H,5562-96*
5562-40,Server,66 x 19 x 38H,5562-96*
5562RF-54,Round Dining Table,54Dia X 30H,5562RF-54*
5562RF-A2,Swivel Chair,25.5 X 25.5 X 33.5H,5562RF-54*
5562S,Side Chair,20.5 x 23.5 x 40.5H,5562RF-54*
5562-40,Server,66 x 19 x 38H,5562RF-54*
5566-36,"Counter Height Table, Glass Insert",36 x 69 x 36H,5566-36*
5566-24BK,"Swivel Counter Height Chair, Black",20.5 x 19 x 36.5H,5566-36*
5566-29BK,"Swivel Pub Height Chair, Black",20.5 x 19 x 39.5H,5566-36*
5566-24BR,"Swivel Counter Height Chair, Brown",20.5 x 19 x 36.5H,5566-36*
5566-29BR,"Swivel Pub Height Chair, Brown",20.5 x 19 x 39.5H,5566-36*
5566-24GY,"Swivel Counter Height Chair, Gray",20.5 x 19 x 36.5H,5566-36*
5566-29GY,"Swivel Pub Height Chair, Gray",20.5 x 19 x 39.5H,5566-36*
5566-24RD,"Swivel Counter Height Chair, Red",20.5 x 19 x 36.5H,5566-36*
5566-29RD,"Swivel Pub Height Chair, Red",20.5 x 19 x 39.5H,5566-36*
5566-24WT,"Swivel Counter Height Chair, White",20.5 x 19 x 36.5H,5566-36*
5566-29WT,"Swivel Pub Height Chair, White",20.5 x 19 x 39.5H,5566-36*
5568-78,Dining Table,42 x 60-78 x 30H,5568-78*
5568A,Arm Chair,21 x 26.25 x 38H,5568-78*
5568S,Side Chair,19 x 26.25 x 38H,5568-78*
5568-40,Server,54 x 18.75 x 38H,5568-78*
5569-78,Dining Table,42 x 60 - 78 x 30H,5569-78*
5569A,Arm Chair,21 x 25 x 38H,5569-78*
5569S,Side Chair,19 x 25 x 38H,5569-78*
5569-40,Server,54 x 18 x 38H,5569-78*
5572,5-Piece Pack Dinette Set,Table: 36 x 48 x 30HChair: 17.5 x 20 x 35.25H,5572
5573,5-Piece Pack Dinette Set,Table: 36 x 48 x 30HChair: 17.5 x 20 x 35.25H,5573
5575,Dining Table,35.5 x 59 x 29.5H,5575*
5575S,Side Chair,19.25 x 22.25 x 30.75H,5575*
5576RD,Round Dining Table,47.25 Dia x 29.5H,5576RD*
5576S,Side Chair,19.75 x 22 x 34.25H,5576RD*
5577GY-72*,"Dining Table, Glass Top",42 X 72 X 30.5H,5577GY-72*
5178GYS,Side Chair,17 x 23.25 x 39.25H,5577GY-72*
5578-32,4-Piece Pack Counter Height Set,Table: 48 x 23.5 x 35.5H Stool: 17.5 x 14 x 23.5H Bench: 42.5 x 14 x 23.5H,5578-32
5580-95,Dining Table,42 x 77 - 95 x 30H,5580-95*
5580S,Side Chair,19 x 24 x 37.5H,5580-95*
5580-40,Barndoor Server,56 x 18 x 36H,5580-95*
5581-54,Round Dining Table,53.5 Dia X 30H,5581-54*
5581S,Side Chair,17.5 X 21.75 X 38.25H,5581-54*
5581-40,Server,52 X 18 X 36H,5581-54*
5581-84,Dining Table,40 x 84 x 30H,5581-84*
5581A,Arm Chair,23.25 X 22 X 34H,5581-84*
5581S,Side Chair,17.5 X 21.75 X 38.25H,5581-84*
5581-13,Bench,52 X 16 X 20H,5581-84*
5581-40,Server,52 X 18 X 36H,5581-84*
5584,Dining Table,35.5 x 35.5 x 29.5H,5584*
5584S,Side Chair,20.25 x 23.5 x 29.5H,5584*
5585-78,Dining Table,42 x 60-78 x 30H,5585-78*
5585S,Side Chair,19.5 x 23.5 x 39.25H,5585-78*
5585-40,Server,47.75 x 18 x 36H,5585-78*
5589-90,Dining Table,42 x 72 - 90 x 30H,5589-90*
5589S,Side Chair,20 x 25 x 42.75H,5589-90*
5589-13,Bench,60 x 18 x 19.5H,5589-90*
5589-40M,Server with Smoked Glass Doors,60 x 18 x 36H,5589-90*
5592,5-Piece Pack Dinette Set,Table: 30 x 48 x 30H Chair: 18 x 14 x 19H,5592
5595GY-87,Dining Table,35.5 X 70.75-86.75 X 29.5H,5595GY-87*
5595GYS,Side Chair,17.25 X 18.25 X 31.5H,5595GY-87*
5597-53,Round Dining Table,53 Dia x 30H,5597-53*
5597WTS,Side Chair,20 X 25.5 X 32.5H,5597-53*
5599-71*,Dining Table,35.5 X 55.25 - 70.75 X 30H,5599-71*
5599S,Side Chair,23.25 X 17 X 38.75H,5599-71*
5600-36RD,"Round Dining Table, Adjustable Height",36 Dia x 30-36H,5600-36RD*
5600-24,"Round Stool, Adjustable Height",14 Dia x 18-24H,5600-36RD*
5602-36,Counter Height Table,30 X 72 X 36H,5602-36*
5602-24BK,"Swivel Counter Height Chair, Black",17.5 X 17.5 X 37.5H,5602-36*
5602-24WT,"Swivel Counter Height Chair, White",17.5 X 17.5 X 37.5H,5602-36*
5603-36,Counter Height Table,30 X 60 X 36H,5603-36*
5603-24,Counter Height Stool,21.5 X 16.5 X 24.5H,5603-36*
5604-36,Counter Height Table,36 X 60 X 36H,5604-36*
5604-24,Counter Height Stool,21.5 X 16.5 X 24.5H,5604-36*
5604-40,Server with Caster,34 X 16 X 31.5H,5604-36*
5606-45RD,Round Dining Table,45 Dia X 30H,5606-45RD*
5606S,Side Chair,17.75 X 21 X 38.5H,5606-45RD*
5607-36RD,Round Counter Height Table,36 Dia X 36H,5607-36RD*
5607-24,Counter Height Stool,19.5 Dia X 24H,5607-36RD*
5608-76,Dining Table,36 X 76 X 30H,5608-76*
5608S,Side Chair,21.5 X 19.5 X 36.5H,5608-76*
5609-48,Round Dining/Game Table,48 Dia X 30.25H,5609-48*
5609A,Arm Chair with Casters,22 X 25 X 36H,5609-48*
5613,Dining Table,35.5 X 63 X 30H,5613*
5613S,Side Chair,18.75 X 20.5 X 33H,5613*
5614-72,Dining Table,42 X 54-72 X 30H,5614-72*
5614S,Side Chair,19 X 21 X 38.5H,5614-72*
5614-13,Bench,47 X 16.5 X 19H,5614-72*
5626-70,Dining Table,40 X 70 X 30H,5626-70*
5626S,Side Chair,19.25 X 22.5 X 35H,5626-70*
5627W-36,Counter Height Table,39.75 X 60 X 36H,5627W-36*
5627W-24,Counter Height Chair,19 X 23.5 X 42.25H,5627W-36*
5627W-40,Server,57.75 X 18 X 36H,5627W-36*
5627W-72,Dining Table,40 X 72 X 30.75H,5627W-72*
5627WS,Side Chair,19 X 24 X 40H,5627W-72*
5627W-13,Bench,48 X 16 X 18.5H,5627W-72*
5627W-40,Server,57.75 X 18 X 36H,5627W-72*
5673GY-84,Dining Table,42 X 66-84 X 30H,5673GY-84*
5673GYA,Arm Chair,24.75 X 26 X 40H,5673GY-84*
5673GYS,Side Chair,19.75 X 26 X 40H,5673GY-84*
5673GY-40,Server,58 X 18 X 35.5H,5673GY-84*
586,Dining Table,42 x 66 x 30H,586
586S,Side Chair,20 x 23 x 40H,586
586-13,48” Bench,48 x 16 x 20H,586
586-40,Server,52 x 18 x 33H,586
586-36,Counter Height Table,54 x 36 - 54 x 36H,586-36
586-24,Counter Height Chair,20 x 22 x 41H,586-36
586-40,Server,52 x 18 x 33H,586-36
586-60,Round Dining Table,"60 Dia x 30H
Drop Leaf: 9”",586-60
586S,Side Chair,20 x 23 x 40H,586-60
586-40,Server,52 x 18 x 33H,586-60
586-76,Oval Dining Table,40 x 58 - 76 x 30H,586-76
586S,Side Chair,20 x 23 x 40H,586-76
586-13,48” Bench,48 x 16 x 20H,586-76
586-14,60” Bench,60 x 16 x 20H,586-76
586-40,Server,52 x 18 x 33H,586-76
586-82,Dining Table,42 x 64 - 82 x 30H,586-82
586S,Side Chair,20 x 23 x 40H,586-82
586-14,60” Bench,60 x 16 x 20H,586-82
586-40,Server,52 x 18 x 33H,586-82
586GY-82,Dining Table,42 x 64 - 82 x 30H,586GY-82
586GYS,Side Chair,20 x 23 x 40H,586GY-82
586GY-14,60” Bench,60 x 16 x 20H,586GY-82
586GY-40,Server,52 x 18 x 33H,586GY-82
626-36*,Counter Height Table with Storage Base,48 x 56 - 72 x 36H,626-36*
626-24,Counter Height Chair,21 x 24 x 42H,626-36*
626-40,Server,53 x 18 x 36H,626-36*
626-24SW,Swivel Counter Height Chair,19 x 24.75 x 43H,626-36*
6414*,Iron Lift-Top Table,34 Dia x 32 - 43H,6414*
5034RUTS,"Metal Chair, Rustic",15.75 x 19.75 x 37.25H,6414*
6412,Iron barstool,17 x 15 x 30 - 35H,6414*
6403,6-Drawer Chest with Casters,27 x 19 x 40H,6414*
710-36,"","",710-36
710-24W,"Counter Height Chair, White Bi-Cast Vinyl",20.5 x 24.5 x 40H,710-36
710-24,"Counter Height Chair, Dark Brown Bi-Cast Vinyl",20.5 x 24.5 x 40H,710-36
710-40,Server,52 x 18 x 36H,710-36
710-36RD*,"Round Counter Height Table, Glass Top",54 Dia x 36H,710-36RD*
710-24W,"Counter Height Chair, White Bi-Cast Vinyl",20.5 x 24.5 x 40H,710-36RD*
710-24,"Counter Height Chair, Dark Brown Bi-Cast Vinyl",20.5 x 24.5 x 40H,710-36RD*
710-40,Server,52 x 18 x 36H,710-36RD*
710-54*,"Round Dining Table, Glass Top",54 Dia x 30H,710-54*
710WS,"Side Chair, White Bi-Cast Vinyl",20.5 x 24.5 x 40H,710-54*
710S,"Side Chair, Dark Brown",20.5 x 24.5 x 40H,710-54*
710-40,Server,52 x 18 x 36H,710-54*
710-72*,"Dining Table, Glass Top",42 x 72 x 30H,710-72*
710WS,"Side Chair, White Bi-Cast Vinyl",20.5 x 24.5 x 40H,710-72*
710S,"Side Chair, Dark Brown",20.5 x 24.5 x 40H,710-72*
710-40,Server,52 x 18 x 36H,710-72*
710-72TR*,"Dining Table, Glass Insert",41.75 x 71.75 x 30H,710-72TR*
710S,"Side Chair, Dark Brown",20.5 x 24.5 x 40H,710-72TR*
710WS,"Side Chair, White Bi-Cast Vinyl",20.5 x 24.5 x 40H,710-72TR*
710-40,Server,52 x 18 x 36H,710-72TR*
727-36,Counter Height Table,54 x 40 - 54 x 36H,727-36
727-24,Counter Height Chair,19 x 22.5 x 42.5H,727-36
727-40,Server,52 x 18 x 34H,727-36
727-72,Dining Table,42 x 54 - 72 x 30H,727-72
727S,Side Chair,19 x 23 x 38H,727-72
727-40,Server,52 x 18 x 34H,727-72
1191F1S,Accent Chair,26 x 23 x 30H,1191F1S
1191F2S,Accent Chair,26 x 23 x 30H,1191F2S
1191F3S,Accent Chair,26 x 23 x 30H,1191F3S
1191F4S,Accent Chair,26 x 23 x 30H,1191F4S
1191F5S,Accent Chair,26 x 23 x 30H,1191F5S
1191F6S,Accent Chair,26 x 23 x 30H,1191F6S
1192BE,"Accent Chair, Beige",31 x 30.5 x 31.5H,1192BE
1192BL,"Accent Chair, Blue",31 x 30.5 x 31.5H,1192BL
1192GY,"Accent Chair, Gray",31 x 30.5 x 31.5H,1192GY
1192RN,"Accent Chair, Orange",31 x 30.5 x 31.5H,1192RN
1193F1S,Accent Chair,31.5 x 30.75 x 32.75H,1193F1S
1193F2S,Accent Chair,31.5 x 30.75 x 32.75H,1193F2S
1193F3S,Accent Chair,31.5 x 30.75 x 32.75H,1193F3S
1193F4S,Accent Chair,31.5 x 30.75 x 32.75H,1193F4S
1193F5S,Accent Chair,31.5 x 30.75 x 32.75H,1193F5S
1193F6S,Accent Chair,31.5 x 30.75 x 32.75H,1193F6S
1193F7S,Accent Chair,31.5 x 30.75 x 32.75H,1193F7S
1194CH,"Accent Chair, Chocolate",28 x 30.25 x 34.75H,1194CH
1194IN,"Accent Chair, Indigo",28 x 30.25 x 34.75H,1194IN
1194TL,"Accent Chair, Teal",28 x 30.25 x 34.75H,1194TL
1194TP,"Accent Chair, Taupe",28 x 30.25 x 34.75H,1194TP
1195F1S,Accent Chair,29.5 x 31.5 x 37.5H,1195F1S
1197F1S,"Accent Chair, Beige",28.25 x 32 x 46H,1197F1S
1197F2S,"Accent Chair, Brown",28.25 x 32 x 46H,1197F2S
1200BLK,Swivel Chair,29.5 x 32.5 x 30H,1200BLK
1200BRW,Swivel Chair,29.5 x 32.5 x 30H,1200BRW
1212F1S,Accent Chair,31.5 x 30.75 x 32.75H,1212F1S
1212F2S,Accent Chair,31.5 x 30.75 x 32.75H,1212F2S
1212F4S,Accent Chair,31.5 x 30.75 x 32.75H,1212F4S
1216F1S,Accent Chair with 1 Kidney Pillow,32 x 32.5 x 37.25H,1216F1S
1217F1S,Accent Chair with 1 Kidney Pillow,31.5 x 34 x 44.25H,1217F1S
1217F2S,Accent Chair with 1 Kidney Pillow,31.5 x 34 x 44.25H,1217F2S
1218DG-3,Sofa,74 x 33 x 32.5H,1218DG
1218DG-2,Love Seat,52.5 x 33 x 32.5H,1218DG
1218DG-1,Accent Chair,30.25 x 33 x 32.5H,1218DG
1218DG-1,Accent Chair,30.25 x 33 x 32.5H,1218DG-1
1218F1S-3,Sofa,74 x 33 x 32.5H,1218F1S-1
1218F1S-2,Love Seat,52.5 x 33 x 32.5H,1218F1S-1
1218F1S,Accent Chair,30.25 x 33 x 32.5H,1218F1S-1
1218RN-3,Sofa,74 x 33 x 32.5H,1218RN
1218RN-2,Love Seat,52.5 x 33 x 32.5H,1218RN
1218RN-1,Accent Chair,30.25 x 33 x 32.5H,1218RN
1218RN-1,Accent Chair,30.25 x 33 x 32.5H,1218RN-1
1218TL-3,Sofa,74 x 33 x 32.5H,1218TL
1218TL-2,Love Seat,52.5 x 33 x 32.5H,1218TL
1218TL-1,Accent Chair,30.25 x 33 x 32.5H,1218TL
1218TL-1,Accent Chair,30.25 x 33 x 32.5H,1218TL-1
1219BU-1,"Accent Chair, Blue",32.5 x 34.5 x 36.5H,1219BU-1
1219CH-1,"Accent Chair, Chocolate",32.5 x 34.5 x 36.5H,1219CH-1
1219GY-1,"Accent Chair, Gray",32.5 x 34.5 x 36.5H,1219GY-1
1220F1S,"Accent Chair, Gray",29 x 33 x 30.5H,1220F1S
1220F2S,"Accent Chair, Red",29 x 33 x 30.5H,1220F2S
1220F3S,"Accent Chair, Teal",29 x 33 x 30.5H,1220F3S
1221-1,Swivel Chair,30 x 31 x 37H,1221-1
1224F1S,Accent Chair,27.75 x 32  x 35H,1224F1S
1224F2S,Accent Chair,27.75 x 32  x 35H,1224F2S
1224F4S,Accent Chair,27.75 x 32  x 35H,1224F4S
1225-1,Swivel Chair,30 x 31.5 x 34H,1225-1
1233GY,"Accent Chair, Gray",32.75 x 33 x 35H,1233GY
1233MD,"Accent Chair, Mustard",32.75 x 33 x 35H,1233MD
1233RN,"Accent Chair, Orange",32.75 x 33 x 35H,1233RN
1233TL,"Accent Chair, Teal",32.75 x 33 x 35H,1233TL
1234-1,"Accent Chair, Show Wood",30.5 x 34.5 x 39.75H,1234
1234-4,"Ottoman, Show Wood",32 x 25.5 x 20.25H,1234
1242-1,Accent Chair,27.75 x 37 x 32.25H,1242-1
1245F2S,Accent Chair with 1 Kidney Pillow,33.5 x 33.5 x 39H,1245F2S
1249F1S,Accent Chair,20 x 25 x 36H,1249F1S
1255F1S,"Accent Chair, Two-Tone",21 x 25 x 34.5H,1255F1S
1257F1S,Accent Chair with 1 Kidney Pillow,32.5 x 37.5 x 40.25H,1257F1S
1260F1S,Accent Chair,31.5 x 33.5 x 40H,1260F1S
1260F2S,Accent Chair,31.5 x 33.5 x 40H,1260F2S
1266F1S,Accent Chair,37.5 x 38 x 40.5H,1266F1S
1267GY,Swivel Chair with Ottoman,Chair: 33.75 x 30.75 x 40.5H,1267GY
1270F1S,Accent Chair with 1 Kidney Pillow,28.5 x 34.5 x 42.75H,1270F1S
1270F2S,Accent Chair with 1 Kidney Pillow,28.5 x 34.5 x 42.75H,1270F2S
1270F3S,Accent Chair with 1 Kidney Pillow,28.5 x 34.5 x 42.75H,1270F3S
1277F1S,"Accent Chair, Blue",27.5 x 31 x 38.5H,1277F1S
1277F2S,"Accent Chair, Gray",27.5 x 31 x 38.5H,1277F2S
1279F2S,"Accent Chair, Dark Gray",28 x 30 x 37.5H,1279F2S
1279F3S,"Accent Chair, Beige",28 x 30 x 37.5H,1279F3S
1280BE,"Accent Chair, Beige",29 x 31.5 x 34.25H,1280BE
1280BL,"Accent Chair, Blue",29 x 31.5 x 34.25H,1280BL
