name,number,description,category
Lordsburg Collection,5473-103*,Elegantly designed for the traditional dining room is the Lordsburg Collection. Supported by the double pedestal base is the tabletop where the magnificent parquet veneer is highlighted by the brown cherry finish that covers the collection. Heavily carved molding provides distinct accent to the tabletop while dark brown faux leather covers the seats and backs of the coordinating wood-framed chairs. The accompanying hutch and buffet provide ample storage space for your tabletop accessories.,dining
Lordsburg Collection,5473-54*,Elegantly designed for the traditional dining room is the Lordsburg Collection. Supported by the pedestal base is the table’sround top where the magnificent parquet veneer is highlighted by the brown cherry finish that covers the collection. Heavilycarved molding provides distinct accent to the table’s top while dark brown faux leather covers the seats and backs of thecoordinating wood-framed chairs. The accompanying server provide ample storage space for your tabletop accessories.Elegantly designed for the traditional dining room is the Lordsburg Collection. Supported by the pedestal base is the table’stop where the magnificent parquet veneer is highlighted by the brown cherry finish that covers the collection.,dining
Orsina Collection,5477N-96,"Casting a glamorous reflection of your personal style, the Orsina Collection will dazzle your friends and family as they enter the sophisticated dining space you have created. A sparkling silver finish enhances the mirrored table apron and fronts of the server while the pearl bi-cast vinyl of the accompanying chairs lends elegant contrast. Crystal button tufting lends additional sparkle to the collection. The server provides ample drawer and behind door storage allows for the safe keeping of your tabletop accessories.",dining
Hobson Collection,5478-72*,"Created with the look of natural simplicity, the Hobson Collection blends elements of contemporary design to achieve a unique offering for your dining space. The live edge table top features a light finish that serves to highlight the naturally occurring grain of the wood. Supporting the tabletop and accompanying bench are gray finished legs. The solid top is carried over in the design of the accompanying 47.5-inch bench. Wood framed chairs feature a modern profile chair back, wrapped in brown bi-cast vinyl.",dining
Tod Collection,5479-72*,"Capturing the natural beauty of a tree’s form lends a distinct look to the Tod Collection. The live edge table top features a light finish that serves to highlight the naturally occurring grain of the wood. The solid top is carried over in the design of the accompanying 60-inch bench, both supported with a distinct curved profile base. Wood-framed, brown fabric-covered chairs accompany this distinct table offering.",dining
Fenwick Collection,5480-36,"Transitionally styled with rustic industrial influence, the Fenwick Collection will be a welcome addition to your casual dining space. The wood grain features distinct rough-hewn saw marks that lend to the rustic aesthetic. A dark gray finish is complemented by the gray, bi-cast vinyl covered, nailhead accent chairs. The optional bench creates additional visual interest as well as a stylish alternative to the traditional chair. Offered in both dining and counter heights, the options make for versatile placement in your casual dining space.",dining
Fenwick Collection,5480-76,"Transitionally styled with rustic industrial influence, the Fenwick Collection will be a welcome addition to your casual dining space. The wood grain features distinct rough-hewn saw marks that lend to the rustic aesthetic. A dark gray finish is complemented by the gray, bi-cast vinyl covered, nailhead accent chairs. The optional bench creates additional visual interest as well as a stylish alternative to the traditional chair. Offered in both dining and counter heights, the options make for versatile placement in your casual dining space.",dining
Beacher Collection,5488-36RD*,"Elevating to suit your needs, the Beacher Collection is a fun and functional addition to your industrial styled home. Metal legs rise to support the turn-rod adjustable height table and stools creating a platform that can be customized at any given time. Weathered wood veneer is segmented into a quadrant pattern on the tabletop for visual interest with faux riveted metal banding providing accent to the table and stools.",dining
Selbyville Collection,5489-36*,Transitional lines paired with mixed media elements create the casual look of the Selbyville Collection. The fixed wood top of the group features a rectangular black glass insert that allows you to look down onto the under-table wine storage rack. Metal framing supports the table and wood seat swivel chairs. The cherry finish of the wood is accented by the Gunmetal finished metal.,dining
Massey Collection,5491-48*,"Designed for the more modest of contemporary dining spaces, the Massey Collection will provide big style for the space it occupies. An intertwined espresso-finished X-base supports a round glass top for maximum style. Four neutral toned arm chairs provide stylish support while you and guests enjoy a meal and conversation.",dining
Edam Collection,5492-52*,The classic elements of mid-century modern design are harnessed to create the look of the Edam Collection. The classic style of this casual dining table features a modified X-base and subtly tapered round tabletop with neutral toned fabric and wood chairs that provide complementing contrast. The accompanying server has door and drawer storage along with a removable wine rack.,dining
Savion Collection,5494-106*,Sophisticated soft contemporary design is achieved in your dining room with the addition of the Savion Collection. Two table types are offered as versatile options to fit in your space – a rectangular double pedestal table and an oval single pedestal table. Both featuring a distinct birdcage style base. An espresso finish highlights the unique veneer pattern. Dramatic flair is lent to the design by the accompanying chairs. Neutral tone fabric covers the substantially sized roll back arm and side chairs. Reeded fronts on the server along with the serpentine profile further the elegance of this distinctly sophisticated collection.,dining
Savion Collection,5494-76*,Sophisticated soft contemporary design is achieved in your dining room with the addition of the Savion Collection. Two table types are offered as versatile options to fit in your space – a rectangular double pedestal table and an oval single pedestal table. Both featuring a distinct birdcage style base. An espresso finish highlights the unique veneer pattern. Dramatic flair is lent to the design by the accompanying chairs. Neutral tone fabric covers the substantially sized roll back arm and side chairs. Reeded fronts on the server along with the serpentine profile further the elegance of this distinctly sophisticated collection.,dining
Makah Collection,5496-78,"The look of Arts and Crafts styling is updated for the modern home in the Makah Collection. Classically framed chairs pair with the tapered leg table to create this casual dining look. A dark brown finish highlights the wood veneer allowing for the neutral tone of the seats to blend with little effort. The drawers of the server, table apron and chairs feature framing that lends accent to the classic look. The accompanying server features a double wine rack as well as drawer and behind door storage.",dining
Yannis Collection,5503*,Sleek contemporary styling provides the platform from which you will create your casual dining space in the Yannis Collection. Ultra-bright high gloss finish of the tabletop and V-shaped support provides a distinct contrast to the high polish chrome base plate. The continuous base of the accenting chairs rises to support gray bi-cast vinyl seats with diamond pattern stitching providing additional visual interest. A smooth glide system opens with ease to reveal the self-storing butterfly leaf.,dining
Stevensville Collection,5504-78,"Rustic styling, that is so popular in the d閏or of many homes, is executed in the design of the Stevensville Collection. Rough-hewn plank effect hardwood veneers feature a dark finish that effectively captures the highs and lows of the wood grain. Accompanying the casual dining group is the server with rolling barn hardware that allows the door to float from open to closed, exposing ample storage space. Ladder back chairs are framed in wood and feature neutral tone fabric seats.",dining
Glendive Collection,5509-92*,"Classic traditional styling is exemplified in the design of the Glendive Collection. Double pedestals rise to support the table top with a brown cherry finish highlighting the veneer of the wood grain. Turned legs support the urn back chairs, each seat covered with a neutral tone fabric that complements the finish of the collection. The functional display china features door and drawer storage which will provide ample space in which to stow your tabletop accessories. Knob hardware accents the drawers and doors of the collection.",dining
Seaford Collection,5510-36,Subtle industrial influence creates the visual appeal of the casual dining tables of the Seaford Collection. V-matched veneer is finished in a gray tone highlights the tone variation of the wood grain. Angled trestle bases support the table tops of the collection while X-back chairs feature bi-cast vinyl padded seats for comfort.,dining
Seaford Collection,5510-66,"",dining
Delmar Collection,5511,The burnished finish and classic profile of the Delmar Collection will be a perfect fit for your modest casual dining space. Splat back wood chairs with brown bi-cast vinyl seats flank the counter and dining height table offerings. Routed detailing provides a linear focal point on the tables tops.,dining
Delmar Collection,5511-36,The burnished finish and classic profile of the Delmar Collection will be a perfect fit for your modest casual dining space. Splat back wood chairs with brown bi-cast vinyl seats flank the counter and dining height table offerings. Routed detailing provides a linear focal point on the tables tops.,dining
Sage Collection,5512-66,Burnished wood tabletops sit atop modern-industrial framing in the Sage Collection. Double X-back chairs feature wood upholstered cushioned seats and top-rail accenting that perfectly complements the 66-inch fixed top table. The burnished finish highlights the wood veneer and lends distinct character to this casual dining collection.,dining
Timber Forge Collection,5513-64,Classic transitional styling is utilized to create a casual look for your dining room in the Timber Forge Collection. Enhancing the wood grain veneer is a cherry finish that furthers classic design of the group. Vertical slats provide back support and neutral tone padded fabric seat lend contrast to the wood framed chairs.,dining
Salema Collection,5514-72*,"Blending transitional elements with traditional lines and modern flair creates the unique look of the Salema Collection. The dark brown finish of the wood base is visible through the beveled glass tabletop. The contoured back side chairs, offered in 4 distinct colors-Red, Blue, Chocolate and Gray, provide visual contract.",dining
Orpheus Collection,5515GY,"In keeping with the spirit of the need for versatility within the more modest of dining spaces, the Orpheus Collection provides function and style making it the perfect addition to your home. Mid-century modern design is immediately discernable as you take in the collection’s profile. Stacking chairs allow for quick and compact storage, while the natural pine finish of the legs and gray finish of the table top, chair backs and seats lend to the contemporary styling.",dining
Janina Collection,5516-66,"At home in a casual country setting, the Janina Collection allows for a customizable look to match the décor of your dining space. The natural finish of the pine veneer serves to contrast the 4 available colors – teal, black, white, buttermilk – and allowing for an eclectic mix and match combination or singular color configuration.",dining
Onofre Collection,5517-78,"With a design that hints at futuristic contemporary styling, the Onofre is a unique offering for your casual dining space. Immediately drawing your eye is the dramatic body hugging curve of the chairs – blending wood framing and bi-cast vinyl seats to create a profile that is out of this world. The supporting table base interlocks to create a substantial, yet open look. The look of the thick table top carries through to the design of the accompanying server. Door and drawer storage allow for the stowage of tabletop accessories, while the horizontal wine rack provides additional function. A brown finish is utilized to highlight the mindy veneer of the collection.",dining
Mattawa Collection,5518-78*,"Rustic industrial styling heavily influences the design of the Mattawa Collection. Metal banded rivet accenting provides visual contrast to the chairs, table and server of this casual dining collection. The brown finish has hints of gray undertone lending to the rustic look. Accompanying the collection is the server, featuring drawers and behind door storage.",dining
Fulbright Collection,5520-78,"An updated look for the casual country inspired dining space, the Fulbright Collection is a warm and inviting addition to your home. A weathered gray rub through finish serves to contrast the coffee finish of the table top, seats and server top, lending to the updated styling of the traditional look. The available bench provides an additional seating option beyond the expected side chair configuration, creating an open and inviting communal look.",dining
Fielding Collection,5525-36,"Classic soft modern styling creates the look of the Fielding Collection. Unfettered design makes for a classically refined profile, while black inset glass is utilized for perfect contrast to the brown finish of the wood table frame. Flanking the table are the side chairs, offered in either dark or light gray fabric. The accompanying server has drawer, behind door and wine rack storage for style and functional usage. Offered in both traditional and counter height for perfect placement in your dining room.",dining
Fielding Collection,5525-72,"",dining
Junction Pass Collection,5527-102*,"The ample size and subtle arts and crafts styling of the Junction Pass Collection helps to create a warm andinviting space for your casual dining experiences. Extension butterfly leaves extend from each end of the tableto elongate the center fixed tabletop. Faux rivet corner banding adds visual interest as does the dark brownfinish over acacia veneer. The side chairs and optional bench have dark brown bi-cast vinyl seats, and the benchfeaturing the additional detail of nailhead accent. Accompanying the collection is the optional server with winerack, drawer, behind door shelf storage.",dining
Cline Collection,5530-78*,With subtle country aesthetic lending distinct influence to the design of the Cline Collection it will place perfectly in your traditional casual dining space. Gently curved arms descend from the traditional Windsor back chair creating an inviting environment in which to enjoy your meal or conversation time. The rectangular table top features rounded corners that enhance the updated style. The two tone finish lends visual contrast making this a unique choice for your dining space.,dining
Chilton Collection,5531-112*,"Old world European Grandeur is exemplified in the design of the Chilton Collection. Traditional decorative elements come into play throughout the entire collection – egg &amp; dart molding, acanthus leaf carving, floral medallions, bead molding – creating a look that will lend opulent styling to your classic dining room. Shield back dining chairs feature a neutral tone upholstered seat and are supported by intricately carved legs. A double pedestal base supports the 112-inch table top. Lending additional function to the collection is the china, with its impressive stature, featuring behind glass display storages as well as drawer and behind wood door storage. The traditional cherry finish features elegant gold tipping synonymous with the classic styling of this opulent dining collection.",dining
Sona Collection,5532-36*,Ultra-modern styling is executed flawlessly in the design of the Sona Collection. Immediately drawing your attention and providing stylistic drama to the casual dining group is the silver finished metal base and elongated cut-away bi-cast vinyl backs of the flanking dining chairs. Silver finished metal table legs support the dual glass table top – the dining surface features a clear glass with black framing while the lower display shelf features black glass providing contrast and a finish that lends a modest touch to the over-the-top design of this casual dining offering.,dining
Coleraine Collection,5536-102*,The Coleraine Collection is a transitional formal dining suite that utilizes classic designelements to create a stylish look for your elegant dining space. Cabriole legs support eachpiece in the collection while a cherry finish highlights the cherry veneer. Neutral tone fabricon the chairs provides visual contrast. The accompanying china provides ample display andstorage space for your tabletop accessories.,dining
Florian Collection,5538BK*,Ultra modern styling is exemplified with the design of the Florian Collection. The collection is offered in two color options – black metal legs with black glass top or white metal legs with clear glass top – for the perfect fit in your casual dining space. Bi-cast vinyl covered seats in coordinating black or white complete the contemporary look.,dining
Florian Collection,5538W*,Ultra modern styling is exemplified with the design of the Florian Collection. The collection is offered in two color options – black metal legs with black glass top or white metal legs with clear glass top – for the perfect fit in your casual dining space. Bi-cast vinyl covered seats in coordinating black or white complete the contemporary look.,dining
Codie Collection,5544-72,"The look of natural weathering is combined with the understated styling of rustic design in the Codie Collection. The look of saw marks on the distressed wood veneer lend perfectly to this trend forward style. Gray undertones play to the weathered look with brown burnishing lending distinct, yet natural contrast. Allowing for perfect placement in your home are the side chairs, with neutral tone fabric seats, and optional 50-inch wood bench. An accompanying server provides drawer and display storage for your tabletop accessories.",dining
Avignon Collection,5545-112*,"The intersection of traditional formality and casual elegance is perfectly captured in thedesign of the Avignon Collection. Oak veneer is highlighted with a natural taupe finish thatis complemented by the natural toned fabric of the accompanying round-back side chairs andwing-back host chairs. Dark nailhead defines the chair profiles while also providing contrastto the light fabric. Also available is a functional server that features drawer, shelf, wine rackand behind glass door storage.",dining
Crawford Collection,5546-84,"Blending traditional lines with modern glamour is the Crawford Collection. Finished in an eye-catching silver, the collection will be a dramatic addition to your home’s dining room. Cabriole legs lend traditional accent to all pieces in the collection. Unique accenting abounds in this collection, the tabletop features inset opaque glass panels and the chairs are enhanced with crystal button tufting. The china lends visual impact as well as functional display and behind drawer and door storage areperfect for your prized table top accessories.",dining
Mantello Collection,5547-36*,"Transitionally styled for your home is the Mantello Collection. Offered in traditional dining height and counter height options, the collection’s cherry finish over mango veneer and classic styling will provide the perfect platform for your mealtime gatherings. Dark brown bi-cast vinyl covers the available side chairs and bench offerings – traditional flat seat bench for the dining height table and wood-backed seat bench for the counter height table. – with the selection of seating being configurable to your specific wants and needs. The available server provides functional storage for your tabletop accessories as well as wine bottle rack and glass display.",dining
Mantello Collection,5547-78*,"Transitionally styled for your home is the Mantello Collection. Offered in traditional dining height and counter height options, the collection’s cherry finish over mango veneer and classic styling will provide the perfect platform for your mealtime gatherings. Dark brown bi-cast vinyl covers the available side chairs and bench offerings – traditional flat seat bench for the dining height table and wood-backed seat bench for the counter height table. – with the selection of seating being configurable to your specific wants and needs. The available server provides functional storage for your tabletop accessories as well as wine bottle rack and glass display.",dining
Stratus Collection,5548-72*,"Mid-century modern styling creates the inspiration of the design of the Stratus Collection. The dark finish of the ash veneer highlights the wood grain in this sleek collection. Arm chairs, side chairs and available bench are covered in a dark gray fabric that provides contrast to the finish of the table and allow you to customize your seating experience.",dining
Tirel Collection,5550-32,"Scaled for the more modest of dining spaces, the Tirel Collection featurestwo accompanying stools that tuck neatly below the table top for quick andconvenient storage. The rubberwood veneer features a dark brown finish thatis perfectly accented by the dark brown bi-cast vinyl of barstool seats. Contraststitching provides accent on the barstool’s seats.",dining
Cabezon Collection,5555-72,"The substantial profile of the Cabezon Collection will be a unique addition to your home’s dining space. The live edge mindy wood offering creates a sturdy platform for your mealtime gatherings. The side chairs feature dark brown bi-cast vinyl seats and backs with wood framing. An available wood bench allows you to customize your seating experience. Rounding out the collection is the server. Behind door storage, drawers and open display shelf provide ample space to store your tabletop accessories.",dining
Arasina Collection,5559N-96*,"Boldly designed, richly finished and beautifully accented, the unique aesthetic of the Arasina Collection is for sure to draw your eye. The heavily appointed base supports of the table featuring a dark pewter-finished metal trestle that connects the two pedestals. Wire-brushed distressing provides texture to the acacia veneer of the table and pine of the accompanying chairs. The side chairs and optional bench takes shape with inspiration drawn from church pews, featuring cut-away accent that lend elegant, natural beauty to your dining room. The French provincial inspired routing lends decorative touch to the accompanying server, while drawer and door storage, along with wine bottle and wine glass display to create ample storage space within your dining room.",dining
Oratorio Collection,5562-96*,"The modern traditional styling of the Oratorio Collection paired with two distinct table offerings allow the creationof your dream dining room. Cherry finish over cherry veneer lends a classic look to the unique design of therectangular pedestal table and round table’s pedestal base. The ring shape of the rectangular table’s base providesdistinct character while the substantial profile of the round table’s pedestal base lends sturdy, yet stylish support. Theside chairs that flank the rectangular table feature neutral toned fabric and nailhead, complementing the sophisticateddesign. Barrel back, contoured swivel chairs surround the round table lending motion and unique design to thecollection. An available server provides ample storage space for your tabletop accessories.",dining
Oratorio Collection,5562RF-54*,"The modern traditional styling of The modern traditional styling of the Oratorio Collection paired with two distinct table offerings allow The modern traditional styling of the Oratorio Collection paired with two distinct table offerings allow the creationof your dream dining room. Cherry finish over cherry veneer lends a classic look to the unique design of therectangular pedestal table and round table’s pedestal base. The ring shape of the rectangular table’s base providesdistinct character while the substantial profile of the round table’s pedestal base lends sturdy, yet stylish support. Theside chairs that flank the rectangular table feature neutral toned fabric and nailhead, complementing the sophisticateddesign. Barrel back, contoured swivel chairs surround the round table lending motion and unique design to thecollection. An available server provides ample storage space for your tabletop accessories.",dining
Appert Collection,5566-36*,Perfectly styled for your casual dining room is the Appert Collection. Thiscounter height offering features a dark gray metal base – with built in winerack – that serves to support the wood top which frames a black rectangularglass insert. The round seats and back supports of the accompanying chairs arecovered in black bi-cast vinyl.,dining
Roux Collection,5568-78*,"Subtle contemporary styling combined with the rusticated finish of the Roux Collection willbe a welcome addition to your casual dining space. Tapered legs support each piece of thecollection while a gray finish lends highlight to the distinct graining of the pine veneer. Winebottle shelves and glass rack, behind door storage and drawers lend additional functionality tothe collection. Neutral gray toned fabric covers the arm and side chair’s seats and backs.",dining
Avenhorn Collection,5569-78*,Modern styling is softened with the juxtaposition of metal and wood in theAvenhorn Collection. The wood table top and flanking chairs feature a gray finishthat clearly accentuates the distinct grain pattern. Black finished metal framingsupports both the table and available server. The gray fabric that covers the sideand arm chairs creates additional visual contrast to the collection.,dining
Ivins Collection,5572,The 5-piece Ivins Collection’s transitional style and modest scale make it the perfect additionto your cozy dining space. The cherry finish of the collection is accented with the dark brownbi-cast vinyl seats of the wood horizontal slat back chairs.,dining
Lulea Collection,5573,The 5-piece Lulea Collection’s transitional style and modest scale make it the perfect addition toyour cozy dining space. The cherry finish of the collection is accented with the dark brown bi-castvinyl seats of the wood framed chairs.,dining
Misa Collection,5575*,"Keeping to the classic styling of mid-century modern aesthetics, the Misa Collection creates dramatic flairfor your casual dining space. The white tabletop of the collection is perfectly contrasted by the naturalfinish of the beech veneer that covers the table and coordinating chairs. Contoured chair backs provide avisual break from the A-frame leg supports and sleek lines of the table.",dining
Hamar Collection,5576RD*,"Mid-Century modern design is perfectly executed in the design of the Hamar Collection. The naturalfinish of the beech veneer provides a light and airy feel to any space while the gray seats provide casualcontrast. Scaled for smaller spaces that are big in design, the Hamar Collection will be a welcomeaddition to your home’s décor.",dining
Betmar Collection,5577GY-72*,"The modern flair of the Betmar Collection is undeniable. From the chrome and gray flared base to the beveled-edge glass rectangular tabletop, each line of the design is modern perfection. The continuous chrome base of each side chair is topped with a gray bi-cast vinyl, contrast stitched seat, furthering the sleek look of the collection.",dining
Visby Collection,5578-32,"Transitionally styled for smaller-scale dining spaces is the Visby Collection.This 4-piece dining group features a counter height table, two stools and onebench. The brown finish further lends versatility, being a neutral palette for yourdecorative preference.",dining
Wheaten Collection,5580-95*,"Rustic industrial styling lends accent to the transitional design of the Wheaten Collection. The natural finish of the quarter-cut ash veneer highlights its distinct wood grain. Neutral toned fabric is accented with burnished nailheads for complementing contrast. Also available is the server that features a barn door style glide, allowing for lateral movement of the door, revealing drawer storage as well as a wine bottle rack and wine glass display.",dining
Ibiza Collection,5581-54*,"Modern design is elegantly achieved in the Ibiza Collection. The wood tabletop’s ash quarter matched veneer features a light oak finish that plays effortlessly against the stainless steel table base – a design that carries over to the accompanying server. There are two table options available – a rectangular or round table - for perfect placement within your available space. The available arm and side chairs, as well as the bench, all feature a neutral tone fabric covering that lends understated elegance to the look of the collection. The server features drawer and door storage allowing for additional space within your dining room to store your tabletop accessories.",dining
Ibiza Collection,5581-84*,"Modern design is elegantly achieved in the Ibiza Collection. The wood tabletop’s ash quarter matched veneer features a light oak finish that plays effortlessly against the stainless steel table base – a design that carries over to the accompanying server. There are two table options available – a rectangular or round table - for perfect placement within your available space. The available arm and side chairs, as well as the bench, all feature a neutral tone fabric covering that lends understated elegance to the look of the collection. The server features drawer and door storage allowing for additional space within your dining room to store your tabletop accessories.",dining
Coel Collection,5584*,The design of the Coel Collection invokes the cool and minimalist aesthetic that is synonymous with Mid-Century modern style. Contoured chairs feature black bi-cast vinyl seats and backs. Ash veneer is highlighted with a dark finish to complete the look.,dining
Hyacinth Collection,5585-78*,"Simply classic in its form and function, the Hyacinth Collection will add distinct charm to your casual dining room. Turned legs lend support to the rectangular tabletop, with the two-toned oak wash and gray finish lending warmth to the design. Wood-framed chairs feature the same two-toned finish as the table and a classic profile that completes the look. Also available is a server that features wood knob fronted storage drawers and doors, along with an x-framed wine rack and open display shelf.",dining
Chartreaux Collection,5589-90*,"The look of casual country styling invokes the feel of a warm and inviting environment, and the Chartreaux Collection fits this description perfectly. Design elements such as turned legs, neutral tone fabric and nailhead accent lend to the look of the collection. Birch veneer is finished with a natural tone to capture the highs and lows of the wood grain. The trestle base of the table features sturdy turned legs that gracefully provide support. Sidechairs as does the available bench, letting you create a seating combination that fits yourlifestyle.",dining
Westerlyn Collection,5592,"Scaled for the smaller dining space, and utilizing industrial influence, the Westerlyn Collection will be a cool addition to your home’s décor. Crafted of wood and metal, the stool seating tucks neatly under the tabletop. Pine veneer on the table’s top and stool seats is features a burnished finish that is accented by the black metal framing.",dining
Chromis Collection,5595GY-87*,"The design and function of the Chromis Collection can only be described as ultra-modern. Chrome legs support the gray glass tabletop in this sleek dining offering. An easy glide mechanism allows for the extension of the tabletop, exposing and automatically raising, and or lowering, the self-storing leaf. Gray bi-cast vinyl seats are supported by chrome finished legs, perfectly complementing the modern look of the collection.",dining
Nelina Collection,5597-53*,"The modern profile of the Nelina Collection pulls design inspiration from mid-century modern styling and updates it with the addition of padded, contoured chairs. The stark white vinyl covered chairs provide distinct contrast to the 2-tone espresso and natural finish of the walnut veneer. The round tabletop is supported by an angular base in this casual dining offering.",dining
Glissand Collection,5599-71*,"Sleek contemporary styling provides the platform which you will create your casual dining space in the Glissand Collection. Ultra-bright high gloss white and gray-taupe finish is paired on the table top and pedestal base, creating distinct contrast to the high polish chrome base plate. The continuous base of the accenting chairs rises to support gray-taupe bi-cast vinyl seats with understated vertical stitching and chrome chair top accent providing additional visual interest. A smooth glide system opens with ease to reveal the self-storing butterfly leaf.",dining
Cirrus Collection,5600-36RD*,"Industrial aesthetic is used as an inspiration in the design of the Cirrus Collection. Metal tube framing supports the adjustable height table top and stool seats in this unique dining offering. The pine veneer of the table and stool tops is finished in a weathered gray furthering the industrial look and feel. Versatile to meet the needs of your lifestyle, the adjustable height allows you to customize your dining experience.",dining
Amsonia Collection,5602-36*,"Creating a subtle rustic look is the design of the Amsonia Collection. A gray finish graces the solid rubberwood dining group highlighting the veneer. Providing visual interest beyond the classic styling, are the alternate finishes of the accompanying chairs, offered in black sand-though and white sand-through. The chairs also feature a swivel mechanism, lending to ease of motion while seated.",dining
Timbre Collection,5603-36*,The multifunctional design of the Timbre Collection will be the perfect addition to your dining nook. A built-in bookcase provides open display space to this counter height offering. Wire brushed acacia veneer is highlighted by a gray finish. Textured vinyl seats top the accompanying stools and features nailhead accent for added decorative flair.,dining
Brindle Collection,5604-36*,"The counter height design of the Brindle Collection will provide the perfect platform for your mealtime experience. The transitional styling of the table combined with the cherry finish creates a versatile look that would be at home in a number of decorative environments. Textured vinyl covers the accompanying barstools and features nailhead accent for added decorative flair. Additional functionality comes in form of the unique server. Mounted on casters, the unit stores beneath the table for easy access. The wine rack and open display shelves of the moveable server provide that extra storage space that all households need.",dining
Fideo Collection,5606-45RD*,Wood and metal are combined to create the rustic industrial style of the Fideo Collection. Metal framing supports the table and creates the profile of the wood-backed side chairs in this casual dining set. Pine solids and veneer are featured in a herringbone pattern and have been given a burnished finish to complement the gray metal frame.,dining
Chevre Collection,5607-36RD*,The Chevre Collection will be a perfect addition to your cozy dining space. The burnished finish of the pine solids and veneers is perfectly complemented by the dark metal of the collection’s framing. The rustic industrial styling makes this smaller scale collection a big addition to your dining area.,dining
Springer Collection,5608-76*,Subtle rustic industrial styling is utilized to create the look of the Springer Collection. Curved back chairs create soft contrast to the metal base and ash veneer covered top. The metal and wood of this collection feature complementing grey finishes for subtle weathered effect.,dining
Ante Collection,5609-48*,"Gathering your friends and family for a friendly game will be easier with the addition of the Ante Collection. The dual sided tabletop features birch veneer on one side and a wood and padded velvet on the other side. Decorative elements include nailhead accent, bi-cast vinyl covered button tufted arm chairs, velvet playing surface and pedestal base –with decorative bolt. Functional elements include caster chairs and routed accent for easy storage of your playing chips and beverage.",dining
Paran Collection,5613*,Capturing the essence of Mid-century modern design is the Paran Collection. The natural finish of the walnut veneer allows for the distinct wood veneer to shine. Dark vinyl seat provide stark contrast to the light finish of the wood. Subtle rounded curves and angled legs further the classic look of the Paran Collection.,dining
Wieland Collection,5614-72*,"Styled for the transitional home, the Wieland Collection creates a classic profile for your casual dining area. The trestle base of the table paired with the mindy veneer, light rustic brown finish and dark brown bi-cast vinyl seats create at table that is stylistically perfect for your environment. Furthering the design is the butterfly leaf that conveniently stores beneath the table’s top. The side chairs and available bench feature padded dark brown bi-cast vinyl seats.",dining
Palladium Collection,5626-70*,"The classic look of mid-century inspired design is updated for the modern era in the Palladium Collection. Elm solids are finished with a gray tone that enhances the natural wood grain. Gray powder coated metal legs provide complementing contrast to the elm solids of the table’s top, which is finished with a gray tone, enhancing the natural wood grain. The gray fabric of the chairs is contrasted by the metal support legs.",dining
Willow Bend Collection,5627W-36*,"Inspired by the aesthetic of a casual country kitchen, the Willow Bend Collection is an inviting gathering spot for mealtime with family and friends. The collection is offered in two table configurations – first, a traditional dining height leg table with 6 drawers located on the apron; the second, a counter height with 4 drawers on the apron and storage display shelf base. The two-tone look of the acacia and pine solids base, finished in antique white, and the elm veneer of the table’s top, finished in a rosy brown, present as a harmonious combination of color. The neutral tone of the side chair’s fabric blends effortlessly with the look. Providing ample storage space for your tabletop accessories is the 3-door server.",dining
Willow Bend Collection,5627W-72*,"Inspired by the aesthetic of a casual country kitchen, the Willow Bend Collection is an inviting gathering spot for mealtime with family and friends. The collection is offered in two table configurations – first, a traditional dining height leg table with 6 drawers located on the apron; the second, a counter height with 4 drawers on the apron and storage display shelf base. The two-tone look of the acacia and pine solids base, finished in antique white, and the elm veneer of the table’s top, finished in a rosy brown, present as a harmonious combination of color. The neutral tone of the side chair’s fabric blends effortlessly with the look. Providing ample storage space for your tabletop accessories is the 3-door server.",dining
Summerdale Collection,5673GY-84*,"Elegantly designed for your casual traditional dining room is the Summerdale Collection. Turned legs support the table’s rectangular top. Birch veneer is highlighted by the gray finish that covers the collection. Heavily carved molding provides distinct accent to the table’s apron while gray bi-cast vinyl covers the seats and backs of the coordinating wood-framed chairs. The accompanying server provides ample storage space in the form of drawer, door and wine bottle rack.",dining
Ameillia Collection,586,"Alive with an exciting Arts &amp; Crafts flair, the contemporary style of Ameillia Collection uses smooth dark oak finish and clean line design to create an inviting atmosphere to enhance your dining experience. The contemporary design appeals to the sense with its subtle attention to details. Chair seat and bench seat feature easy to clean dark brown bi-cast vinyl.",dining
Ameillia Collection,586-36,"Alive with an exciting Arts &amp; Crafts flair, the contemporary style of Ameillia Collection uses smooth dark oak finish and clean line design to create an inviting atmosphere to enhance your dining experience. The contemporary design appeals to the sense with its subtle attention to details. Chair seat and bench seat feature easy to clean dark brown bi-cast vinyl.",dining
Ameillia Collection,586-60,"Alive with an exciting Arts &amp; Crafts flair, the contemporary style of Ameillia Collection uses smooth dark oak finish and clean line design to create an inviting atmosphere to enhance your dining experience. The contemporary design appeals to the sense with its subtle attention to details. Chair seat and bench seat feature easy to clean dark brown bi-cast vinyl.",dining
Ameillia Collection,586-76,"Alive with an exciting Arts &amp; Crafts flair, the contemporary style of Ameillia Collection uses smooth dark oak finish and clean line design to create an inviting atmosphere to enhance your dining experience. The contemporary design appeals to the sense with its subtle attention to details. Chair seat and bench seat feature easy to clean dark brown bi-cast vinyl.",dining
Ameillia Collection,586-82,"The solid, clean lines of the Arts and Crafts movement are interpreted from modern times in the Ameillia Collection. Substantial tapered legs and the wood veneer complement this simple and refined dining offering. Newly offered in a gray with brown undertone finish, the collection is also available in a dark oak finish. The rectangular table is flanked by the perfectly coordinating chair or bench option.",dining
